id,city,region,country,division
RiegelsbergGermany,Riegelsberg,Saarland,Germany,Europe
Ribnitz-DamgartenGermany,Ribnitz-Damgarten,Mecklenburg-Vorpommern,Germany,Europe
Rheinfelden (Baden)Germany,Rheinfelden (Baden),Baden-Württemberg,Germany,Europe
RheineGermany,Rheine,North Rhine-Westphalia,Germany,Europe
RheinbergGermany,Rheinberg,North Rhine-Westphalia,Germany,Europe
RheinbachGermany,Rheinbach,North Rhine-Westphalia,Germany,Europe
RhedeGermany,Rhede,North Rhine-Westphalia,Germany,Europe
Rheda-WiedenbrückGermany,Rheda-Wiedenbrück,North Rhine-Westphalia,Germany,Europe
ReutlingenGermany,Reutlingen,Baden-Württemberg,Germany,Europe
RenningenGermany,Renningen,Baden-Württemberg,Germany,Europe
RendsburgGermany,Rendsburg,Schleswig-Holstein,Germany,Europe
RemscheidGermany,Remscheid,North Rhine-Westphalia,Germany,Europe
RemagenGermany,Remagen,Rheinland-Pfalz,Germany,Europe
ReinickendorfGermany,Reinickendorf,Berlin,Germany,Europe
ReinheimGermany,Reinheim,Hesse,Germany,Europe
ReinbekGermany,Reinbek,Schleswig-Holstein,Germany,Europe
Reichenbach/VogtlandGermany,Reichenbach/Vogtland,Saxony,Germany,Europe
RegensburgGermany,Regensburg,Bavaria,Germany,Europe
ReesGermany,Rees,North Rhine-Westphalia,Germany,Europe
RecklinghausenGermany,Recklinghausen,North Rhine-Westphalia,Germany,Europe
RavensburgGermany,Ravensburg,Baden-Württemberg,Germany,Europe
RatingenGermany,Ratingen,North Rhine-Westphalia,Germany,Europe
RathenowGermany,Rathenow,Brandenburg,Germany,Europe
RatekauGermany,Ratekau,Schleswig-Holstein,Germany,Europe
RastedeGermany,Rastede,Lower Saxony,Germany,Europe
RastattGermany,Rastatt,Baden-Württemberg,Germany,Europe
RahdenGermany,Rahden,North Rhine-Westphalia,Germany,Europe
Radolfzell am BodenseeGermany,Radolfzell am Bodensee,Baden-Württemberg,Germany,Europe
RadevormwaldGermany,Radevormwald,North Rhine-Westphalia,Germany,Europe
RadebeulGermany,Radebeul,Saxony,Germany,Europe
RadebergGermany,Radeberg,Saxony,Germany,Europe
QuickbornGermany,Quickborn,Schleswig-Holstein,Germany,Europe
QuedlinburgGermany,Quedlinburg,Saxony-Anhalt,Germany,Europe
PüttlingenGermany,Püttlingen,Saarland,Germany,Europe
PulheimGermany,Pulheim,North Rhine-Westphalia,Germany,Europe
PuchheimGermany,Puchheim,Bavaria,Germany,Europe
Prenzlauer BergGermany,Prenzlauer Berg,Berlin,Germany,Europe
PrenzlauGermany,Prenzlau,Brandenburg,Germany,Europe
PreetzGermany,Preetz,Schleswig-Holstein,Germany,Europe
PotsdamGermany,Potsdam,Brandenburg,Germany,Europe
Porta WestfalicaGermany,Porta Westfalica,North Rhine-Westphalia,Germany,Europe
PoppenbüttelGermany,Poppenbüttel,Hamburg,Germany,Europe
PlettenbergGermany,Plettenberg,North Rhine-Westphalia,Germany,Europe
PlauenGermany,Plauen,Saxony,Germany,Europe
PirnaGermany,Pirna,Saxony,Germany,Europe
PirmasensGermany,Pirmasens,Rheinland-Pfalz,Germany,Europe
PinnebergGermany,Pinneberg,Schleswig-Holstein,Germany,Europe
PfungstadtGermany,Pfungstadt,Hesse,Germany,Europe
PfullingenGermany,Pfullingen,Baden-Württemberg,Germany,Europe
PforzheimGermany,Pforzheim,Baden-Württemberg,Germany,Europe
Pfaffenhofen an der IlmGermany,Pfaffenhofen an der Ilm,Bavaria,Germany,Europe
PetershagenGermany,Petershagen,North Rhine-Westphalia,Germany,Europe
PenzbergGermany,Penzberg,Bavaria,Germany,Europe
PeineGermany,Peine,Lower Saxony,Germany,Europe
PassauGermany,Passau,Bavaria,Germany,Europe
PasingGermany,Pasing,Bavaria,Germany,Europe
ParchimGermany,Parchim,Mecklenburg-Vorpommern,Germany,Europe
PapenburgGermany,Papenburg,Lower Saxony,Germany,Europe
PankowGermany,Pankow,Berlin,Germany,Europe
PaderbornGermany,Paderborn,North Rhine-Westphalia,Germany,Europe
OytenGermany,Oyten,Lower Saxony,Germany,Europe
OverathGermany,Overath,North Rhine-Westphalia,Germany,Europe
OttweilerGermany,Ottweiler,Saarland,Germany,Europe
OttobrunnGermany,Ottobrunn,Bavaria,Germany,Europe
Osterholz-ScharmbeckGermany,Osterholz-Scharmbeck,Lower Saxony,Germany,Europe
OsnabrückGermany,Osnabrück,Lower Saxony,Germany,Europe
OscherslebenGermany,Oschersleben,Saxony-Anhalt,Germany,Europe
OschatzGermany,Oschatz,Saxony,Germany,Europe
OranienburgGermany,Oranienburg,Brandenburg,Germany,Europe
OpladenGermany,Opladen,North Rhine-Westphalia,Germany,Europe
OlsbergGermany,Olsberg,North Rhine-Westphalia,Germany,Europe
OlpeGermany,Olpe,North Rhine-Westphalia,Germany,Europe
OldenburgGermany,Oldenburg,Lower Saxony,Germany,Europe
OlchingGermany,Olching,Bavaria,Germany,Europe
ÖhringenGermany,Öhringen,Baden-Württemberg,Germany,Europe
OffenburgGermany,Offenburg,Baden-Württemberg,Germany,Europe
OffenbachGermany,Offenbach,Hesse,Germany,Europe
OerlinghausenGermany,Oerlinghausen,North Rhine-Westphalia,Germany,Europe
Oer-ErkenschwickGermany,Oer-Erkenschwick,North Rhine-Westphalia,Germany,Europe
OeldeGermany,Oelde,North Rhine-Westphalia,Germany,Europe
OdenthalGermany,Odenthal,North Rhine-Westphalia,Germany,Europe
OchtrupGermany,Ochtrup,North Rhine-Westphalia,Germany,Europe
OberurselGermany,Oberursel,Hesse,Germany,Europe
ObertshausenGermany,Obertshausen,Hesse,Germany,Europe
OberschöneweideGermany,Oberschöneweide,Berlin,Germany,Europe
Ober-RamstadtGermany,Ober-Ramstadt,Hesse,Germany,Europe
OberkirchGermany,Oberkirch,Baden-Württemberg,Germany,Europe
OberhausenGermany,Oberhausen,North Rhine-Westphalia,Germany,Europe
OberasbachGermany,Oberasbach,Bavaria,Germany,Europe
NürtingenGermany,Nürtingen,Baden-Württemberg,Germany,Europe
NürnbergGermany,Nürnberg,Bavaria,Germany,Europe
NümbrechtGermany,Nümbrecht,North Rhine-Westphalia,Germany,Europe
NottulnGermany,Nottuln,North Rhine-Westphalia,Germany,Europe
NortheimGermany,Northeim,Lower Saxony,Germany,Europe
NördlingenGermany,Nördlingen,Bavaria,Germany,Europe
NordhornGermany,Nordhorn,Lower Saxony,Germany,Europe
NordhausenGermany,Nordhausen,Thuringia,Germany,Europe
NorderstedtGermany,Norderstedt,Schleswig-Holstein,Germany,Europe
NordenhamGermany,Nordenham,Lower Saxony,Germany,Europe
NordenGermany,Norden,Lower Saxony,Germany,Europe
NippesGermany,Nippes,North Rhine-Westphalia,Germany,Europe
NikolasseeGermany,Nikolassee,Berlin,Germany,Europe
NienburgGermany,Nienburg,Lower Saxony,Germany,Europe
NiederschönhausenGermany,Niederschönhausen,Berlin,Germany,Europe
NiederkrüchtenGermany,Niederkrüchten,North Rhine-Westphalia,Germany,Europe
NiederkasselGermany,Niederkassel,North Rhine-Westphalia,Germany,Europe
Nieder-IngelheimGermany,Nieder-Ingelheim,Rheinland-Pfalz,Germany,Europe
NidderauGermany,Nidderau,Hesse,Germany,Europe
NiddaGermany,Nidda,Hesse,Germany,Europe
Neu WulmstorfGermany,Neu Wulmstorf,Lower Saxony,Germany,Europe
NeuwiedGermany,Neuwied,Rheinland-Pfalz,Germany,Europe
Neu-UlmGermany,Neu-Ulm,Bavaria,Germany,Europe
NeustrelitzGermany,Neustrelitz,Mecklenburg-Vorpommern,Germany,Europe
Neustadt in HolsteinGermany,Neustadt in Holstein,Schleswig-Holstein,Germany,Europe
Neustadt bei CoburgGermany,Neustadt bei Coburg,Bavaria,Germany,Europe
NeustadtGermany,Neustadt,Rheinland-Pfalz,Germany,Europe
Neustadt am RübenbergeGermany,Neustadt am Rübenberge,Lower Saxony,Germany,Europe
Neue NeustadtGermany,Neue Neustadt,Saxony-Anhalt,Germany,Europe
NeussGermany,Neuss,North Rhine-Westphalia,Germany,Europe
NeuruppinGermany,Neuruppin,Brandenburg,Germany,Europe
NeunkirchenGermany,Neunkirchen,Saarland,Germany,Europe
NeumünsterGermany,Neumünster,Schleswig-Holstein,Germany,Europe
Neumarkt in der OberpfalzGermany,Neumarkt in der Oberpfalz,Bavaria,Germany,Europe
Neu IsenburgGermany,Neu Isenburg,Hesse,Germany,Europe
Neufahrn bei FreisingGermany,Neufahrn bei Freising,Bavaria,Germany,Europe
NeuenhagenGermany,Neuenhagen,Brandenburg,Germany,Europe
Neuburg an der DonauGermany,Neuburg an der Donau,Bavaria,Germany,Europe
NeubrückGermany,Neubrück,North Rhine-Westphalia,Germany,Europe
NeubrandenburgGermany,Neubrandenburg,Mecklenburg-Vorpommern,Germany,Europe
Neu-AnspachGermany,Neu-Anspach,Hesse,Germany,Europe
NettetalGermany,Nettetal,North Rhine-Westphalia,Germany,Europe
NetphenGermany,Netphen,North Rhine-Westphalia,Germany,Europe
NeckarsulmGermany,Neckarsulm,Baden-Württemberg,Germany,Europe
NaumburgGermany,Naumburg,Saxony-Anhalt,Germany,Europe
NauenGermany,Nauen,Brandenburg,Germany,Europe
NagoldGermany,Nagold,Baden-Württemberg,Germany,Europe
MunsterGermany,Munster,Lower Saxony,Germany,Europe
MünsterGermany,Münster,North Rhine-Westphalia,Germany,Europe
Hannoversch MündenGermany,Hannoversch Münden,Lower Saxony,Germany,Europe
MunichGermany,Munich,Bavaria,Germany,Europe
MüllheimGermany,Müllheim,Baden-Württemberg,Germany,Europe
Mülheim (Ruhr)Germany,Mülheim (Ruhr),North Rhine-Westphalia,Germany,Europe
Mühlheim am MainGermany,Mühlheim am Main,Hesse,Germany,Europe
Stuttgart MühlhausenGermany,Stuttgart Mühlhausen,Baden-Württemberg,Germany,Europe
MühlhausenGermany,Mühlhausen,Thuringia,Germany,Europe
MühldorfGermany,Mühldorf,Bavaria,Germany,Europe
MühlackerGermany,Mühlacker,Baden-Württemberg,Germany,Europe
MuchGermany,Much,North Rhine-Westphalia,Germany,Europe
MössingenGermany,Mössingen,Baden-Württemberg,Germany,Europe
MosbachGermany,Mosbach,Baden-Württemberg,Germany,Europe
MoosburgGermany,Moosburg,Bavaria,Germany,Europe
Monheim am RheinGermany,Monheim am Rhein,North Rhine-Westphalia,Germany,Europe
MönchengladbachGermany,Mönchengladbach,North Rhine-Westphalia,Germany,Europe
MöllnGermany,Mölln,Schleswig-Holstein,Germany,Europe
MoersGermany,Moers,North Rhine-Westphalia,Germany,Europe
MoabitGermany,Moabit,Berlin,Germany,Europe
MittweidaGermany,Mittweida,Saxony,Germany,Europe
MindenGermany,Minden,North Rhine-Westphalia,Germany,Europe
MichelstadtGermany,Michelstadt,Hesse,Germany,Europe
MetzingenGermany,Metzingen,Baden-Württemberg,Germany,Europe
MettmannGermany,Mettmann,North Rhine-Westphalia,Germany,Europe
MeschedeGermany,Meschede,North Rhine-Westphalia,Germany,Europe
MerzigGermany,Merzig,Saarland,Germany,Europe
MerseburgGermany,Merseburg,Saxony-Anhalt,Germany,Europe
MeppenGermany,Meppen,Lower Saxony,Germany,Europe
MendenGermany,Menden,North Rhine-Westphalia,Germany,Europe
MemmingenGermany,Memmingen,Bavaria,Germany,Europe
MelleGermany,Melle,Lower Saxony,Germany,Europe
MeissenGermany,Meissen,Saxony,Germany,Europe
MeiningenGermany,Meiningen,Thuringia,Germany,Europe
MeinerzhagenGermany,Meinerzhagen,North Rhine-Westphalia,Germany,Europe
MeiderichGermany,Meiderich,North Rhine-Westphalia,Germany,Europe
MeerbuschGermany,Meerbusch,North Rhine-Westphalia,Germany,Europe
MeeraneGermany,Meerane,Saxony,Germany,Europe
MeckenheimGermany,Meckenheim,North Rhine-Westphalia,Germany,Europe
MechernichGermany,Mechernich,North Rhine-Westphalia,Germany,Europe
MayenGermany,Mayen,Rheinland-Pfalz,Germany,Europe
MarzahnGermany,Marzahn,Berlin,Germany,Europe
MarsbergGermany,Marsberg,North Rhine-Westphalia,Germany,Europe
MarlGermany,Marl,North Rhine-Westphalia,Germany,Europe
MarktredwitzGermany,Marktredwitz,Bavaria,Germany,Europe
MarktoberdorfGermany,Marktoberdorf,Bavaria,Germany,Europe
MarkkleebergGermany,Markkleeberg,Saxony,Germany,Europe
Märkisches ViertelGermany,Märkisches Viertel,Berlin,Germany,Europe
MarienfeldeGermany,Marienfelde,Berlin,Germany,Europe
MariendorfGermany,Mariendorf,Berlin,Germany,Europe
Marburg an der LahnGermany,Marburg an der Lahn,Hesse,Germany,Europe
Marbach am NeckarGermany,Marbach am Neckar,Baden-Württemberg,Germany,Europe
MannheimGermany,Mannheim,Baden-Württemberg,Germany,Europe
MainzGermany,Mainz,Rheinland-Pfalz,Germany,Europe
MaintalGermany,Maintal,Hesse,Germany,Europe
MahlsdorfGermany,Mahlsdorf,Berlin,Germany,Europe
MagdeburgGermany,Magdeburg,Saxony-Anhalt,Germany,Europe
LünenGermany,Lünen,North Rhine-Westphalia,Germany,Europe
LüneburgGermany,Lüneburg,Lower Saxony,Germany,Europe
Ludwigshafen am RheinGermany,Ludwigshafen am Rhein,Rheinland-Pfalz,Germany,Europe
LudwigsfeldeGermany,Ludwigsfelde,Brandenburg,Germany,Europe
LudwigsburgGermany,Ludwigsburg,Baden-Württemberg,Germany,Europe
LüdinghausenGermany,Lüdinghausen,North Rhine-Westphalia,Germany,Europe
LüdenscheidGermany,Lüdenscheid,North Rhine-Westphalia,Germany,Europe
LuckenwaldeGermany,Luckenwalde,Brandenburg,Germany,Europe
LübeckGermany,Lübeck,Schleswig-Holstein,Germany,Europe
LübbenauGermany,Lübbenau,Brandenburg,Germany,Europe
LübbeckeGermany,Lübbecke,North Rhine-Westphalia,Germany,Europe
LoxstedtGermany,Loxstedt,Lower Saxony,Germany,Europe
LosheimGermany,Losheim,Saarland,Germany,Europe
LörrachGermany,Lörrach,Baden-Württemberg,Germany,Europe
Lohr am MainGermany,Lohr am Main,Bavaria,Germany,Europe
LohneGermany,Lohne,Lower Saxony,Germany,Europe
LöhneGermany,Löhne,North Rhine-Westphalia,Germany,Europe
LohmarGermany,Lohmar,North Rhine-Westphalia,Germany,Europe
LöbauGermany,Löbau,Saxony,Germany,Europe
LippstadtGermany,Lippstadt,North Rhine-Westphalia,Germany,Europe
LingenGermany,Lingen,Lower Saxony,Germany,Europe
LindlarGermany,Lindlar,North Rhine-Westphalia,Germany,Europe
LindauGermany,Lindau,Bavaria,Germany,Europe
Limburg an der LahnGermany,Limburg an der Lahn,Hesse,Germany,Europe
Limbach-OberfrohnaGermany,Limbach-Oberfrohna,Saxony,Germany,Europe
LilienthalGermany,Lilienthal,Lower Saxony,Germany,Europe
LichterfeldeGermany,Lichterfelde,Berlin,Germany,Europe
LichtenradeGermany,Lichtenrade,Berlin,Germany,Europe
LichtenfelsGermany,Lichtenfels,Bavaria,Germany,Europe
LichtenbergGermany,Lichtenberg,Berlin,Germany,Europe
LeverkusenGermany,Leverkusen,North Rhine-Westphalia,Germany,Europe
Leutkirch im AllgäuGermany,Leutkirch im Allgäu,Baden-Württemberg,Germany,Europe
LeopoldshöheGermany,Leopoldshöhe,North Rhine-Westphalia,Germany,Europe
LeonbergGermany,Leonberg,Baden-Württemberg,Germany,Europe
LennestadtGermany,Lennestadt,North Rhine-Westphalia,Germany,Europe
LengerichGermany,Lengerich,North Rhine-Westphalia,Germany,Europe
LemgoGermany,Lemgo,North Rhine-Westphalia,Germany,Europe
LeipzigGermany,Leipzig,Saxony,Germany,Europe
Leinfelden-EchterdingenGermany,Leinfelden-Echterdingen,Baden-Württemberg,Germany,Europe
LeimenGermany,Leimen,Baden-Württemberg,Germany,Europe
LeichlingenGermany,Leichlingen,North Rhine-Westphalia,Germany,Europe
LehrteGermany,Lehrte,Lower Saxony,Germany,Europe
LeerGermany,Leer,Lower Saxony,Germany,Europe
LebachGermany,Lebach,Saarland,Germany,Europe
LaupheimGermany,Laupheim,Baden-Württemberg,Germany,Europe
Lauf an der PegnitzGermany,Lauf an der Pegnitz,Bavaria,Germany,Europe
LauchhammerGermany,Lauchhammer,Brandenburg,Germany,Europe
LankwitzGermany,Lankwitz,Berlin,Germany,Europe
LangenhornGermany,Langenhorn,Hamburg,Germany,Europe
LangenhagenGermany,Langenhagen,Lower Saxony,Germany,Europe
LangenfeldGermany,Langenfeld,North Rhine-Westphalia,Germany,Europe
LangenGermany,Langen,Lower Saxony,Germany,Europe
LangenGermany,Langen,Hesse,Germany,Europe
LandshutGermany,Landshut,Bavaria,Germany,Europe
Landsberg am LechGermany,Landsberg am Lech,Bavaria,Germany,Europe
Landau in der PfalzGermany,Landau in der Pfalz,Rheinland-Pfalz,Germany,Europe
LampertheimGermany,Lampertheim,Hesse,Germany,Europe
LahrGermany,Lahr,Baden-Württemberg,Germany,Europe
LahnsteinGermany,Lahnstein,Rheinland-Pfalz,Germany,Europe
LageGermany,Lage,North Rhine-Westphalia,Germany,Europe
LaatzenGermany,Laatzen,Lower Saxony,Germany,Europe
Bad LaaspheGermany,Bad Laasphe,North Rhine-Westphalia,Germany,Europe
KürtenGermany,Kürten,North Rhine-Westphalia,Germany,Europe
KünzelsauGermany,Künzelsau,Baden-Württemberg,Germany,Europe
KünzellGermany,Künzell,Hesse,Germany,Europe
KulmbachGermany,Kulmbach,Bavaria,Germany,Europe
KronbergGermany,Kronberg,Hesse,Germany,Europe
KronachGermany,Kronach,Bavaria,Germany,Europe
KreuztalGermany,Kreuztal,North Rhine-Westphalia,Germany,Europe
KreuzbergGermany,Kreuzberg,Berlin,Germany,Europe
KreuzauGermany,Kreuzau,North Rhine-Westphalia,Germany,Europe
KrefeldGermany,Krefeld,North Rhine-Westphalia,Germany,Europe
KöthenGermany,Köthen,Saxony-Anhalt,Germany,Europe
KorschenbroichGermany,Korschenbroich,North Rhine-Westphalia,Germany,Europe
KornwestheimGermany,Kornwestheim,Baden-Württemberg,Germany,Europe
KorntalGermany,Korntal,Baden-Württemberg,Germany,Europe
KorbachGermany,Korbach,Hesse,Germany,Europe
KöpenickGermany,Köpenick,Berlin,Germany,Europe
Berlin KöpenickGermany,Berlin Köpenick,Berlin,Germany,Europe
KonzGermany,Konz,Rheinland-Pfalz,Germany,Europe
KonstanzGermany,Konstanz,Baden-Württemberg,Germany,Europe
Königs WusterhausenGermany,Königs Wusterhausen,Brandenburg,Germany,Europe
KönigswinterGermany,Königswinter,North Rhine-Westphalia,Germany,Europe
Königstein im TaunusGermany,Königstein im Taunus,Hesse,Germany,Europe
Königslutter am ElmGermany,Königslutter am Elm,Lower Saxony,Germany,Europe
KönigsbrunnGermany,Königsbrunn,Bavaria,Germany,Europe
KölnGermany,Köln,North Rhine-Westphalia,Germany,Europe
KolbermoorGermany,Kolbermoor,Bavaria,Germany,Europe
KoblenzGermany,Koblenz,Rheinland-Pfalz,Germany,Europe
KleveGermany,Kleve,North Rhine-Westphalia,Germany,Europe
KleinmachnowGermany,Kleinmachnow,Brandenburg,Germany,Europe
KitzingenGermany,Kitzingen,Bavaria,Germany,Europe
KirchlengernGermany,Kirchlengern,North Rhine-Westphalia,Germany,Europe
Kirchheim unter TeckGermany,Kirchheim unter Teck,Baden-Württemberg,Germany,Europe
KirchhainGermany,Kirchhain,Hesse,Germany,Europe
KierspeGermany,Kierspe,North Rhine-Westphalia,Germany,Europe
KielGermany,Kiel,Schleswig-Holstein,Germany,Europe
KevelaerGermany,Kevelaer,North Rhine-Westphalia,Germany,Europe
KerpenGermany,Kerpen,North Rhine-Westphalia,Germany,Europe
Kempten (Allgäu)Germany,Kempten (Allgäu),Bavaria,Germany,Europe
KempenGermany,Kempen,North Rhine-Westphalia,Germany,Europe
Kelkheim (Taunus)Germany,Kelkheim (Taunus),Hesse,Germany,Europe
KelheimGermany,Kelheim,Bavaria,Germany,Europe
KehlGermany,Kehl,Baden-Württemberg,Germany,Europe
KaulsdorfGermany,Kaulsdorf,Berlin,Germany,Europe
KaufbeurenGermany,Kaufbeuren,Bavaria,Germany,Europe
KasselGermany,Kassel,Hesse,Germany,Europe
KarowGermany,Karow,Berlin,Germany,Europe
KarlstadtGermany,Karlstadt,Bavaria,Germany,Europe
KarlsruheGermany,Karlsruhe,Baden-Württemberg,Germany,Europe
KarlshorstGermany,Karlshorst,Berlin,Germany,Europe
KarlsfeldGermany,Karlsfeld,Bavaria,Germany,Europe
KarbenGermany,Karben,Hesse,Germany,Europe
Kamp-LintfortGermany,Kamp-Lintfort,North Rhine-Westphalia,Germany,Europe
KamenzGermany,Kamenz,Saxony,Germany,Europe
KamenGermany,Kamen,North Rhine-Westphalia,Germany,Europe
KaltenkirchenGermany,Kaltenkirchen,Schleswig-Holstein,Germany,Europe
KaiserslauternGermany,Kaiserslautern,Rheinland-Pfalz,Germany,Europe
KaarstGermany,Kaarst,North Rhine-Westphalia,Germany,Europe
JülichGermany,Jülich,North Rhine-Westphalia,Germany,Europe
JüchenGermany,Jüchen,North Rhine-Westphalia,Germany,Europe
JohannisthalGermany,Johannisthal,Berlin,Germany,Europe
JenaGermany,Jena,Thuringia,Germany,Europe
ItzehoeGermany,Itzehoe,Schleswig-Holstein,Germany,Europe
Isernhagen Farster BauerschaftGermany,Isernhagen Farster Bauerschaft,Lower Saxony,Germany,Europe
IserlohnGermany,Iserlohn,North Rhine-Westphalia,Germany,Europe
IngolstadtGermany,Ingolstadt,Bavaria,Germany,Europe
IlmenauGermany,Ilmenau,Thuringia,Germany,Europe
IllingenGermany,Illingen,Saarland,Germany,Europe
IllertissenGermany,Illertissen,Bavaria,Germany,Europe
IdsteinGermany,Idstein,Hesse,Germany,Europe
Idar-ObersteinGermany,Idar-Oberstein,Rheinland-Pfalz,Germany,Europe
IbbenbürenGermany,Ibbenbüren,North Rhine-Westphalia,Germany,Europe
HusumGermany,Husum,Schleswig-Holstein,Germany,Europe
HürthGermany,Hürth,North Rhine-Westphalia,Germany,Europe
HünfeldGermany,Hünfeld,Hesse,Germany,Europe
HummelsbüttelGermany,Hummelsbüttel,Hamburg,Germany,Europe
HumboldtkolonieGermany,Humboldtkolonie,North Rhine-Westphalia,Germany,Europe
HudeGermany,Hude,Lower Saxony,Germany,Europe
